verse	word	verb	proper	masc	fem	unknown
JER 22,25	25	2	3	2	0	1
JER 22,26	19	4	0	0	0	0
JER 22,27	15	3	0	0	0	0
JER 22,28	27	5	1	1	0	0
JER 22,29	6	1	1	1	0	0
JER 22,30	30	6	3	2	0	1
JER 23,01	10	3	1	1	0	0
JER 23,02	31	7	3	2	0	1
JER 23,03	23	5	0	0	0	0
JER 23,04	18	6	1	1	0	0
JER 23,05	24	5	2	2	0	0
JER 23,06	16	3	3	1	0	2
JER 23,07	20	3	4	2	0	2
JER 23,08	28	4	2	1	0	1
JER 23,09	27	4	1	1	0	0
JER 23,10	23	5	0	0	0	0
JER 23,11	13	2	1	1	0	0
JER 23,12	21	4	1	1	0	0
JER 23,13	16	3	2	0	0	2
JER 23,14	31	8	3	0	0	3
JER 23,15	27	4	2	1	0	1
JER 23,16	23	5	2	2	0	0
JER 23,17	20	8	1	1	0	0
JER 23,18	17	5	1	1	0	0
JER 23,19	12	3	1	1	0	0
JER 23,20	18	4	1	1	0	0
JER 23,21	14	4	0	0	0	0
JER 23,22	20	3	0	0	0	0
JER 23,23	12	0	1	1	0	0
JER 23,24	25	3	2	2	0	0
JER 23,25	15	6	0	0	0	0
JER 23,26	15	1	0	0	0	0
JER 23,27	23	4	0	0	0	0
JER 23,28	23	2	1	1	0	0
JER 23,29	14	1	1	1	0	0
JER 23,30	13	1	1	1	0	0
JER 23,31	12	2	1	1	0	0
JER 23,32	36	7	2	2	0	0
JER 23,33	28	4	2	2	0	0
JER 23,34	23	2	1	1	0	0
JER 23,35	16	3	2	2	0	0
JER 23,36	22	3	2	2	0	0
JER 23,37	12	3	2	2	0	0
JER 23,38	27	6	4	4	0	0
JER 23,39	22	4	0	0	0	0
JER 23,40	11	2	0	0	0	0
JER 24,01	40	4	10	5	0	5
JER 24,02	22	1	0	0	0	0
JER 24,03	27	4	2	2	0	0
JER 24,04	7	2	1	1	0	0
JER 24,05	28	3	4	2	0	2
JER 24,06	23	6	0	0	0	0
JER 24,07	27	5	1	1	0	0
JER 24,08	41	5	5	2	0	3
JER 24,09	28	2	0	0	0	0
JER 24,10	25	3	0	0	0	0
JER 25,01	30	1	7	4	0	3
JER 25,02	16	3	3	1	0	2
JER 25,03	34	5	4	3	0	1
JER 25,04	22	6	1	1	0	0
JER 25,05	31	4	1	1	0	0
JER 25,06	23	5	0	0	0	0
JER 25,07	14	2	1	1	0	0
JER 25,08	11	2	1	1	0	0
JER 25,09	47	6	3	2	0	1
JER 25,10	18	1	0	0	0	0
JER 25,11	22	2	1	0	0	1
JER 25,12	30	4	3	2	0	1
JER 25,13	29	4	1	1	0	0
JER 25,14	19	2	0	0	0	0
JER 25,15	30	4	2	1	0	1
JER 25,16	14	4	0	0	0	0
JER 25,17	18	3	2	2	0	0
JER 25,18	28	1	2	0	0	2
JER 25,19	14	0	1	0	0	1
JER 25,20	31	0	5	0	0	5
JER 25,21	9	0	3	0	0	3
JER 25,22	20	0	2	0	0	2
JER 25,23	14	1	3	0	0	3
JER 25,24	16	1	2	0	0	2
JER 25,25	15	0	3	0	0	3
JER 25,26	31	1	1	0	0	1
JER 25,27	27	8	2	1	0	1
JER 25,28	21	8	1	1	0	0
JER 25,29	31	8	1	1	0	0
JER 25,30	36	9	1	1	0	0
JER 25,31	26	3	2	2	0	0
JER 25,32	18	3	1	1	0	0
JER 25,33	33	5	1	1	0	0
JER 25,34	22	7	0	0	0	0
JER 25,35	12	2	0	0	0	0
JER 25,36	14	2	1	1	0	0
JER 25,37	10	1	1	1	0	0
JER 25,38	20	3	0	0	0	0
JER 26,01	18	2	4	3	0	1
JER 26,02	32	8	4	3	0	1
JER 26,03	24	5	0	0	0	0
JER 26,04	18	5	1	1	0	0
JER 26,05	18	5	0	0	0	0
JER 26,06	23	2	1	0	0	1
JER 26,07	22	2	2	2	0	0
JER 26,08	34	9	2	2	0	0
JER 26,09	33	6	4	3	0	1
JER 26,10	25	3	3	2	0	1
JER 26,11	36	4	0	0	0	0
JER 26,12	35	5	2	2	0	0
JER 26,13	21	4	2	2	0	0
JER 26,14	16	1	0	0	0	0
JER 26,15	39	7	1	1	0	0
JER 26,16	30	2	1	1	0	0
JER 26,17	16	3	0	0	0	0
JER 26,18	36	7	7	3	0	4
JER 26,19	35	7	6	4	0	2
JER 26,20	30	3	5	4	0	1
JER 26,21	29	7	3	2	0	1
JER 26,22	16	1	5	3	0	2
JER 26,23	26	4	3	2	0	1
JER 26,24	18	3	3	3	0	0
JER 27,01	20	2	5	4	0	1
JER 27,02	13	3	1	1	0	0
JER 27,03	32	2	8	1	0	7
JER 27,04	17	4	2	1	0	1
JER 27,05	33	4	0	0	0	0
JER 27,06	26	3	2	1	0	1
JER 27,07	27	3	0	0	0	0
JER 27,08	50	5	4	2	0	2
JER 27,09	29	6	1	0	0	1
JER 27,10	16	4	0	0	0	0
JER 27,11	24	5	2	1	0	1
JER 27,12	28	5	3	1	0	2
JER 27,13	28	3	2	1	0	1
JER 27,14	22	5	1	0	0	1
JER 27,15	25	5	1	1	0	0
JER 27,16	41	8	3	2	0	1
JER 27,17	16	4	1	0	0	1
JER 27,18	33	3	6	3	0	3
JER 27,19	28	2	1	1	0	0
JER 27,20	24	2	9	3	0	6
JER 27,21	20	2	5	2	0	3
JER 27,22	20	5	2	1	0	1
JER 28,01	46	3	6	4	0	2
JER 28,02	13	3	3	1	0	2
JER 28,03	29	3	4	2	0	2
JER 28,04	30	3	7	3	0	4
JER 28,05	24	2	3	3	0	0
JER 28,06	31	5	5	4	0	1
JER 28,07	18	2	0	0	0	0
JER 28,08	29	2	0	0	0	0
JER 28,09	19	4	1	1	0	0
JER 28,10	16	2	2	2	0	0
JER 28,11	37	5	5	4	0	1
JER 28,12	22	3	4	4	0	0
JER 28,13	18	6	2	2	0	0
JER 28,14	33	5	4	2	0	2
JER 28,15	25	4	4	4	0	0
JER 28,16	20	4	2	2	0	0
JER 28,17	15	1	1	1	0	0
JER 29,01	36	2	5	2	0	3
JER 29,02	23	1	4	1	0	3
JER 29,03	21	2	9	6	0	3
JER 29,04	15	2	4	1	0	3
JER 29,05	11	4	0	0	0	0
JER 29,06	29	7	0	0	0	0
JER 29,07	21	4	1	1	0	0
JER 29,08	24	5	2	1	0	1
JER 29,09	12	2	1	1	0	0
JER 29,10	29	5	2	1	0	1
JER 29,11	24	3	1	1	0	0
JER 29,12	11	4	0	0	0	0
JER 29,13	10	3	0	0	0	0
JER 29,14	38	6	2	2	0	0
JER 29,15	7	2	2	1	0	1
JER 29,16	32	4	2	2	0	0
JER 29,17	30	4	1	1	0	0
JER 29,18	40	3	0	0	0	0
JER 29,19	23	5	2	2	0	0
JER 29,20	13	2	3	1	0	2
JER 29,21	33	4	8	6	0	2
JER 29,22	27	4	6	3	0	3
JER 29,23	28	5	2	1	0	1
JER 29,24	8	2	1	1	0	0
JER 29,25	36	4	5	3	0	2
JER 29,26	28	5	3	3	0	0
JER 29,27	12	2	1	1	0	0
JER 29,28	21	6	1	0	0	1
JER 29,29	15	1	2	2	0	0
JER 29,30	8	2	2	2	0	0
JER 29,31	28	6	3	3	0	0
JER 29,32	42	7	4	4	0	0
JER 30,01	11	2	2	2	0	0
JER 30,02	18	4	2	1	0	1
JER 30,03	27	6	4	2	0	2
JER 30,04	12	1	3	1	0	2
JER 30,05	11	2	1	1	0	0
JER 30,06	23	6	0	0	0	0
JER 30,07	19	1	1	1	0	0
JER 30,08	24	4	1	1	0	0
JER 30,09	12	2	2	2	0	0
JER 30,10	33	7	4	3	0	1
JER 30,11	31	7	1	1	0	0
JER 30,12	9	2	1	1	0	0
JER 30,13	9	1	0	0	0	0
JER 30,14	17	6	0	0	0	0
JER 30,15	14	3	0	0	0	0
JER 30,16	23	7	0	0	0	0
JER 30,17	19	5	2	1	0	1
JER 30,18	21	5	2	2	0	0
JER 30,19	17	6	0	0	0	0
JER 30,20	15	4	0	0	0	0
JER 30,21	26	7	1	1	0	0
JER 30,22	11	2	0	0	0	0
JER 30,23	11	3	1	1	0	0
JER 30,24	18	4	1	1	0	0
JER 31,01	20	2	2	1	0	1
JER 31,02	15	4	2	1	0	1
JER 31,03	13	3	1	1	0	0
JER 31,04	14	5	1	0	0	1
JER 31,05	10	4	1	0	0	1
JER 31,06	15	4	3	1	0	2
JER 31,07	25	7	4	3	0	1
JER 31,08	23	4	0	0	0	0
JER 31,09	27	5	2	0	0	2
JER 31,10	21	7	2	1	0	1
JER 31,11	11	2	2	2	0	0
JER 31,12	38	6	2	1	0	1
JER 31,13	21	4	0	0	0	0
JER 31,14	13	2	1	1	0	0
JER 31,15	21	5	3	1	1	1
JER 31,16	23	4	2	2	0	0
JER 31,17	12	1	1	1	0	0
JER 31,18	18	8	2	1	0	1
JER 31,19	18	7	0	0	0	0
JER 31,20	25	6	2	1	0	1
JER 31,21	20	6	1	0	0	1
JER 31,22	17	3	1	1	0	0
JER 31,23	30	4	4	2	0	2
JER 31,24	14	2	1	0	0	1
JER 31,25	9	3	0	0	0	0
JER 31,26	9	3	0	0	0	0
JER 31,27	19	2	3	1	0	2
JER 31,28	30	10	1	1	0	0
JER 31,29	15	3	0	0	0	0
JER 31,30	15	3	0	0	0	0
JER 31,31	16	2	3	1	0	2
JER 31,32	29	5	2	1	0	1
JER 31,33	36	5	2	1	0	1
JER 31,34	38	6	2	2	0	0
JER 31,35	24	4	2	2	0	0
JER 31,36	23	3	2	1	0	1
JER 31,37	28	5	3	2	0	1
JER 31,38	17	2	3	2	0	1
JER 31,39	13	2	2	1	1	0
JER 31,40	33	2	2	1	0	1
JER 32,01	26	1	5	4	0	1
JER 32,02	22	3	4	1	0	3
JER 32,03	28	7	4	2	0	2
JER 32,04	27	5	4	2	0	2
JER 32,05	20	5	4	3	0	1
JER 32,06	9	3	2	2	0	0
JER 32,07	23	4	3	2	0	1
JER 32,08	44	5	5	3	0	2
JER 32,09	25	2	2	1	0	1
JER 32,10	16	4	0	0	0	0
JER 32,11	18	3	0	0	0	0
JER 32,12	39	3	4	4	0	0
JER 32,13	8	2	1	1	0	0
JER 32,14	38	6	2	1	0	1
JER 32,15	19	2	2	1	0	1
JER 32,16	16	3	3	3	0	0
JER 32,17	27	3	2	2	0	0
JER 32,18	21	2	1	1	0	0
JER 32,19	25	2	0	0	0	0
JER 32,20	29	2	2	0	0	2
JER 32,21	26	2	2	0	0	2
JER 32,22	20	4	0	0	0	0
JER 32,23	33	8	0	0	0	0
JER 32,24	36	7	1	1	0	0
JER 32,25	24	4	3	3	0	0
JER 32,26	8	2	2	2	0	0
JER 32,27	11	1	1	1	0	0
JER 32,28	23	3	4	3	0	1
JER 32,29	42	7	1	1	0	0
JER 32,30	26	3	4	1	0	3
JER 32,31	30	3	0	0	0	0
JER 32,32	24	3	4	0	0	4
JER 32,33	19	6	0	0	0	0
JER 32,34	12	3	0	0	0	0
JER 32,35	38	6	3	1	0	2
JER 32,36	32	3	3	1	0	2
JER 32,37	29	4	0	0	0	0
JER 32,38	11	2	0	0	0	0
JER 32,39	21	2	0	0	0	0
JER 32,40	24	5	0	0	0	0
JER 32,41	22	3	0	0	0	0
JER 32,42	32	4	1	1	0	0
JER 32,43	24	3	1	1	0	0
JER 32,44	47	5	4	1	0	3
JER 33,01	17	3	2	2	0	0
JER 33,02	11	4	3	3	0	0
JER 33,03	12	4	0	0	0	0
JER 33,04	26	2	3	1	0	2
JER 33,05	32	5	1	1	0	0
JER 33,06	15	3	0	0	0	0
JER 33,07	15	2	2	0	0	2
JER 33,08	20	5	0	0	0	0
JER 33,09	43	6	0	0	0	0
JER 33,10	42	5	3	1	0	2
JER 33,11	39	5	4	4	0	0
JER 33,12	27	4	1	1	0	0
JER 33,13	34	3	4	1	0	3
JER 33,14	21	3	3	1	0	2
JER 33,15	24	2	1	1	0	0
JER 33,16	19	3	3	1	0	2
JER 33,17	14	3	3	2	0	1
JER 33,18	23	4	0	0	0	0
JER 33,19	8	2	2	2	0	0
JER 33,20	23	3	1	1	0	0
JER 33,21	20	4	1	1	0	0
JER 33,22	24	4	1	1	0	0
JER 33,23	8	2	2	2	0	0
JER 33,24	30	7	1	1	0	0
JER 33,25	15	2	1	1	0	0
JER 33,26	24	5	5	5	0	0
JER 34,01	35	3	5	3	0	2
JER 34,02	34	7	6	3	0	3
JER 34,03	28	7	2	0	0	2
JER 34,04	16	3	4	3	0	1
JER 34,05	29	5	1	1	0	0
JER 34,06	17	1	4	2	0	2
JER 34,07	27	3	6	0	0	6
JER 34,08	26	3	4	3	0	1
JER 34,09	23	2	0	0	0	0
JER 34,10	33	6	0	0	0	0
JER 34,11	23	4	0	0	0	0
JER 34,12	11	2	3	3	0	0
JER 34,13	22	4	3	1	0	2
JER 34,14	32	6	0	0	0	0
JER 34,15	30	5	0	0	0	0
JER 34,16	31	6	0	0	0	0
JER 34,17	44	5	2	2	0	0
JER 34,18	30	6	0	0	0	0
JER 34,19	21	1	2	0	0	2
JER 34,20	25	4	0	0	0	0
JER 34,21	27	4	3	1	0	2
JER 34,22	30	7	2	1	0	1
JER 35,01	18	2	5	4	0	1
JER 35,02	20	4	1	1	0	0
JER 35,03	21	1	3	3	0	0
JER 35,04	30	2	5	5	0	0
JER 35,05	18	3	0	0	0	0
JER 35,06	22	5	2	2	0	0
JER 35,07	34	7	0	0	0	0
JER 35,08	23	3	2	2	0	0
JER 35,09	16	3	0	0	0	0
JER 35,10	15	4	1	1	0	0
JER 35,11	30	6	6	2	0	4
JER 35,12	8	2	2	2	0	0
JER 35,13	26	6	5	2	0	3
JER 35,14	38	9	2	2	0	0
JER 35,15	51	12	0	0	0	0
JER 35,16	19	3	2	2	0	0
JER 35,17	36	8	4	1	0	3
JER 35,18	32	6	4	3	0	1
JER 35,19	20	3	4	3	0	1
JER 36,01	25	3	5	4	0	1
JER 36,02	37	4	3	1	0	2
JER 36,03	28	5	1	0	0	1
JER 36,04	23	3	6	6	0	0
JER 36,05	15	5	3	3	0	0
JER 36,06	35	5	3	2	0	1
JER 36,07	28	3	2	2	0	0
JER 36,08	21	3	5	5	0	0
JER 36,09	39	3	7	3	0	4
JER 36,10	34	1	6	6	0	0
JER 36,11	15	1	4	4	0	0
JER 36,12	39	2	9	9	0	0
JER 36,13	20	3	2	2	0	0
JER 36,14	44	7	7	7	0	0
JER 36,15	14	4	1	1	0	0
JER 36,16	27	6	1	1	0	0
JER 36,17	19	4	1	1	0	0
JER 36,18	23	3	1	1	0	0
JER 36,19	17	4	2	2	0	0
JER 36,20	26	3	1	1	0	0
JER 36,21	37	5	3	3	0	0
JER 36,22	19	2	0	0	0	0
JER 36,23	35	5	1	1	0	0
JER 36,24	21	3	0	0	0	0
JER 36,25	21	3	3	3	0	0
JER 36,26	33	3	8	8	0	0
JER 36,27	25	4	4	4	0	0
JER 36,28	26	5	2	1	0	1
JER 36,29	40	10	4	2	0	2
JER 36,30	32	5	4	3	0	1
JER 36,31	32	5	2	0	0	2
JER 36,32	40	5	6	5	0	1
JER 37,01	18	2	7	5	0	2
JER 37,02	20	2	2	2	0	0
JER 37,03	28	3	7	7	0	0
JER 37,04	16	3	1	1	0	0
JER 37,05	21	4	4	1	0	3
JER 37,06	10	2	2	2	0	0
JER 37,07	28	6	4	1	0	3
JER 37,08	18	4	1	1	0	0
JER 37,09	17	6	2	2	0	0
JER 37,10	28	6	1	1	0	0
JER 37,11	14	2	2	1	0	1
JER 37,12	17	3	3	1	0	2
JER 37,13	30	4	6	5	0	1
JER 37,14	23	5	4	4	0	0
JER 37,15	26	4	2	2	0	0
JER 37,16	17	2	2	2	0	0
JER 37,17	35	7	4	3	0	1
JER 37,18	26	3	2	2	0	0
JER 37,19	19	3	1	0	0	1
JER 37,20	23	4	1	1	0	0
JER 37,21	40	5	3	3	0	0
JER 38,01	29	3	9	9	0	0
JER 38,02	37	7	2	2	0	0
JER 38,03	16	4	2	1	0	1
JER 38,04	63	6	0	0	0	0
JER 38,05	16	2	1	1	0	0
JER 38,06	40	4	4	4	0	0
JER 38,07	27	3	3	2	0	1
JER 38,08	14	3	1	1	0	0
JER 38,09	37	4	1	1	0	0
JER 38,10	29	5	2	2	0	0
JER 38,11	35	4	2	2	0	0
JER 38,12	26	3	3	3	0	0
JER 38,13	19	3	2	2	0	0
JER 38,14	34	5	4	4	0	0
JER 38,15	18	6	2	2	0	0
JER 38,16	37	6	3	3	0	0
JER 38,17	37	7	5	3	0	2
JER 38,18	29	4	2	1	0	1
JER 38,19	25	5	3	3	0	0
JER 38,20	21	6	2	2	0	0
JER 38,21	12	3	1	1	0	0
JER 38,22	32	7	2	0	0	2
JER 38,23	33	4	2	1	0	1
JER 38,24	16	3	2	2	0	0
JER 38,25	34	9	0	0	0	0
JER 38,26	18	4	1	1	0	0
JER 38,27	31	6	1	1	0	0
JER 38,28	18	4	3	1	0	2
JER 39,01	26	2	5	2	0	3
JER 39,02	19	1	1	1	0	0
JER 39,03	26	2	6	4	0	2
JER 39,04	35	5	2	1	0	1
JER 39,05	29	5	7	3	1	3
JER 39,06	19	2	5	1	0	4
JER 39,07	14	3	2	1	0	1
JER 39,08	21	2	2	1	0	1
JER 39,09	29	5	2	1	0	1
JER 39,10	28	2	2	1	0	1
JER 39,11	14	2	4	3	0	1
JER 39,12	19	5	0	0	0	0
JER 39,13	18	1	4	3	0	1
JER 39,14	30	5	4	4	0	0
JER 39,15	15	4	2	2	0	0
JER 39,16	39	6	3	2	0	1
JER 39,17	21	2	1	1	0	0
JER 39,18	20	5	1	1	0	0
JER 40,01	37	5	7	3	0	4
JER 40,02	22	3	2	2	0	0
JER 40,03	24	6	2	2	0	0
JER 40,04	54	11	2	0	0	2
JER 40,05	46	8	5	3	0	2
JER 40,06	21	3	4	3	1	0
JER 40,07	43	4	4	2	0	2
JER 40,08	33	1	11	10	1	0
JER 40,09	31	7	5	4	0	1
JER 40,10	34	7	2	1	0	1
JER 40,11	39	3	8	3	0	5
JER 40,12	27	5	3	1	1	1
JER 40,13	18	1	4	3	1	0
JER 40,14	26	6	6	5	0	1
JER 40,15	41	9	8	5	0	3
JER 40,16	22	3	5	5	0	0
JER 41,01	39	3	7	5	1	1
JER 41,02	33	5	6	5	0	1
JER 41,03	26	3	4	3	0	1
JER 41,04	15	3	1	1	0	0
JER 41,05	29	5	4	1	0	3
JER 41,06	27	9	5	4	0	1
JER 41,07	23	3	2	2	0	0
JER 41,08	33	5	1	1	0	0
JER 41,09	34	4	7	6	0	1
JER 41,10	47	6	9	6	0	3
JER 41,11	21	2	4	4	0	0
JER 41,12	23	4	3	2	0	1
JER 41,13	24	3	3	3	0	0
JER 41,14	19	4	4	3	0	1
JER 41,15	16	2	4	3	0	1
JER 41,16	47	4	8	6	0	2
JER 41,17	15	4	3	1	0	2
JER 41,18	24	3	6	5	0	1
JER 42,01	23	1	4	4	0	0
JER 42,02	33	6	2	2	0	0
JER 42,03	17	3	1	1	0	0
JER 42,04	29	7	3	3	0	0
JER 42,05	26	5	3	3	0	0
JER 42,06	25	4	2	2	0	0
JER 42,07	12	2	2	2	0	0
JER 42,08	25	1	2	2	0	0
JER 42,09	17	4	2	1	0	1
JER 42,10	28	8	0	0	0	0
JER 42,11	28	4	2	1	0	1
JER 42,12	12	3	0	0	0	0
JER 42,13	18	3	1	1	0	0
JER 42,14	25	6	1	0	0	1
JER 42,15	27	7	5	2	0	3
JER 42,16	28	5	2	0	0	2
JER 42,17	41	7	1	0	0	1
JER 42,18	45	7	4	1	0	3
JER 42,19	15	5	3	1	0	2
JER 42,20	30	7	3	3	0	0
JER 42,21	18	3	1	1	0	0
JER 42,22	26	6	0	0	0	0
JER 43,01	27	4	3	3	0	0
JER 43,02	33	7	7	6	0	1
JER 43,03	22	4	4	3	0	1
JER 43,04	23	2	4	3	0	1
JER 43,05	28	4	4	2	0	2
JER 43,06	42	1	7	7	0	0
JER 43,07	14	3	3	1	0	2
JER 43,08	10	2	3	2	0	1
JER 43,09	24	2	1	0	0	1
JER 43,10	35	7	4	2	0	2
JER 43,11	30	2	1	0	0	1
JER 43,12	29	7	2	0	0	2
JER 43,13	19	2	2	0	0	2
JER 44,01	31	4	6	1	0	5
JER 44,02	32	4	4	1	0	3
JER 44,03	23	6	0	0	0	0
JER 44,04	24	6	0	0	0	0
JER 44,05	18	4	0	0	0	0
JER 44,06	25	3	2	0	0	2
JER 44,07	33	4	3	1	0	2
JER 44,08	35	6	1	0	0	1
JER 44,09	30	2	3	0	0	3
JER 44,10	26	4	0	0	0	0
JER 44,11	19	3	3	1	0	2
JER 44,12	54	9	3	0	0	3
JER 44,13	23	3	2	0	0	2
JER 44,14	38	8	3	0	0	3
JER 44,15	36	6	3	1	0	2
JER 44,16	11	2	1	1	0	0
JER 44,17	47	9	2	0	0	2
JER 44,18	25	5	0	0	0	0
JER 44,19	26	5	0	0	0	0
JER 44,20	25	3	1	1	0	0
JER 44,21	31	3	3	1	0	2
JER 44,22	36	5	1	1	0	0
JER 44,23	39	5	2	2	0	0
JER 44,24	21	2	4	2	0	2
JER 44,25	47	14	2	1	0	1
JER 44,26	37	7	8	4	0	4
JER 44,27	27	3	2	0	0	2
JER 44,28	30	5	4	0	0	4
JER 44,29	25	4	1	1	0	0
JER 44,30	34	7	7	4	0	3
JER 45,01	36	3	7	6	0	1
JER 45,02	7	1	3	2	0	1
JER 45,03	17	4	1	1	0	0
JER 45,04	23	6	1	1	0	0
JER 45,05	30	5	1	1	0	0
JER 46,01	11	1	2	2	0	0
JER 46,02	30	2	10	4	0	6
JER 46,03	9	2	0	0	0	0
JER 46,04	17	5	0	0	0	0
JER 46,05	20	5	1	1	0	0
JER 46,06	17	4	1	0	0	1
JER 46,07	11	2	1	0	0	1
JER 46,08	21	7	2	0	0	2
JER 46,09	21	6	3	1	0	2
JER 46,10	36	4	5	4	0	1
JER 46,11	16	3	2	0	0	2
JER 46,12	16	4	0	0	0	0
JER 46,13	19	3	5	3	0	2
JER 46,14	23	7	4	0	0	4
JER 46,15	8	3	1	1	0	0
JER 46,16	23	7	0	0	0	0
JER 46,17	9	2	1	0	0	1
JER 46,18	21	1	3	1	0	2
JER 46,19	17	5	2	0	0	2
JER 46,20	8	2	1	0	0	1
JER 46,21	22	4	0	0	0	0
JER 46,22	17	4	0	0	0	0
JER 46,23	15	3	1	1	0	0
JER 46,24	8	2	1	0	0	1
JER 46,25	31	3	5	2	0	3
JER 46,26	25	3	3	2	0	1
JER 46,27	31	7	3	2	0	1
JER 46,28	34	7	2	2	0	0
JER 47,01	16	2	3	2	0	1
JER 47,02	32	9	1	1	0	0
JER 47,03	19	1	0	0	0	0
JER 47,04	28	5	4	1	0	3
JER 47,05	11	3	2	0	0	2
JER 47,06	14	4	1	1	0	0
JER 47,07	15	3	2	1	0	1
JER 48,01	21	6	5	1	0	4
JER 48,02	20	5	3	0	0	3
JER 48,03	8	0	1	0	0	1
JER 48,04	5	2	1	0	0	1
JER 48,05	16	2	2	0	0	2
JER 48,06	10	3	0	0	0	0
JER 48,07	21	3	1	1	0	0
JER 48,08	21	6	1	1	0	0
JER 48,09	16	5	1	0	0	1
JER 48,10	11	4	1	1	0	0
JER 48,11	31	6	1	0	0	1
JER 48,12	18	6	1	1	0	0
JER 48,13	13	2	4	1	0	3
JER 48,14	10	1	0	0	0	0
JER 48,15	18	3	2	1	0	1
JER 48,16	9	2	1	0	0	1
JER 48,17	15	4	0	0	0	0
JER 48,18	18	6	2	0	0	2
JER 48,19	14	8	1	0	0	1
JER 48,20	13	6	3	0	0	3
JER 48,21	15	1	3	0	0	3
JER 48,22	9	0	3	0	0	3
JER 48,23	9	0	3	0	0	3
JER 48,24	17	0	3	0	0	3
JER 48,25	8	2	2	1	0	1
JER 48,26	16	4	2	1	0	1
JER 48,27	18	3	1	0	0	1
JER 48,28	18	5	1	0	0	1
JER 48,29	13	1	1	0	0	1
JER 48,30	12	2	1	1	0	0
JER 48,31	14	3	3	0	0	3
JER 48,32	22	5	3	0	0	3
JER 48,33	22	3	1	0	0	1
JER 48,34	21	2	7	0	0	7
JER 48,35	12	3	2	1	0	1
JER 48,36	21	4	2	0	0	2
JER 48,37	16	1	0	0	0	0
JER 48,38	20	1	3	1	0	2
JER 48,39	19	5	2	0	0	2
JER 48,40	14	3	2	1	0	1
JER 48,41	21	4	1	0	0	1
JER 48,42	9	2	2	1	0	1
JER 48,43	10	1	2	1	0	1
JER 48,44	29	5	2	1	0	1
JER 48,45	25	4	4	1	0	3
JER 48,46	17	2	2	1	0	1
JER 48,47	14	1	3	1	0	2
JER 49,01	25	4	5	2	0	3
JER 49,02	32	7	4	2	0	2
JER 49,03	26	7	4	1	0	3
JER 49,04	18	4	0	0	0	0
JER 49,05	22	4	2	2	0	0
JER 49,06	10	1	2	1	0	1
JER 49,07	18	4	3	1	0	2
JER 49,08	14	7	2	1	0	1
JER 49,09	14	4	0	0	0	0
JER 49,10	20	5	1	1	0	0
JER 49,11	8	3	0	0	0	0
JER 49,12	24	9	1	1	0	0
JER 49,13	24	3	2	1	0	1
JER 49,14	20	5	1	1	0	0
JER 49,15	11	2	0	0	0	0
JER 49,16	24	5	1	1	0	0
JER 49,17	14	4	1	0	0	1
JER 49,18	19	3	3	1	0	2
JER 49,19	35	8	1	0	0	1
JER 49,20	26	6	3	1	0	2
JER 49,21	12	3	0	0	0	0
JER 49,22	26	5	2	0	0	2
JER 49,23	18	5	3	0	0	3
JER 49,24	15	6	1	0	0	1
JER 49,25	7	1	0	0	0	0
JER 49,26	19	2	1	1	0	0
JER 49,27	10	2	2	1	0	1
JER 49,28	23	5	6	2	0	4
JER 49,29	18	3	0	0	0	0
JER 49,30	21	7	4	2	0	2
JER 49,31	18	4	1	1	0	0
JER 49,32	26	4	1	1	0	0
JER 49,33	19	3	1	0	0	1
JER 49,34	18	2	5	3	0	2
JER 49,35	11	2	2	1	0	1
JER 49,36	30	5	2	0	0	2
JER 49,37	30	6	2	1	0	1
JER 49,38	14	2	2	1	0	1
JER 49,39	12	2	2	1	0	1
JER 50,01	15	1	4	3	0	1
JER 50,02	23	11	3	2	0	1
JER 50,03	24	6	0	0	0	0
JER 50,04	30	5	4	2	0	2
JER 50,05	14	4	2	1	0	1
JER 50,06	15	7	0	0	0	0
JER 50,07	19	5	2	2	0	0
JER 50,08	16	3	2	1	0	1
JER 50,09	27	6	1	0	0	1
JER 50,10	10	3	2	2	0	0
JER 50,11	16	6	0	0	0	0
JER 50,12	12	3	0	0	0	0
JER 50,13	19	5	2	1	0	1
JER 50,14	17	5	2	1	0	1
JER 50,15	20	7	1	1	0	0
JER 50,16	24	6	1	0	0	1
JER 50,17	18	4	4	1	0	3
JER 50,18	21	3	4	1	0	3
JER 50,19	22	3	5	0	0	5
JER 50,20	31	4	3	1	0	2
JER 50,21	22	6	3	1	0	2
JER 50,22	8	0	0	0	0	0
JER 50,23	16	3	1	0	0	1
JER 50,24	18	6	2	1	0	1
JER 50,25	19	2	4	4	0	0
JER 50,26	15	5	0	0	0	0
JER 50,27	14	3	0	0	0	0
JER 50,28	17	2	3	1	0	2
JER 50,29	31	8	3	1	0	2
JER 50,30	17	2	1	1	0	0
JER 50,31	12	2	2	2	0	0
JER 50,32	18	5	0	0	0	0
JER 50,33	18	6	3	1	0	2
JER 50,34	19	6	2	1	0	1
JER 50,35	15	1	3	2	0	1
JER 50,36	11	2	0	0	0	0
JER 50,37	23	2	0	0	0	0
JER 50,38	14	2	0	0	0	0
JER 50,39	23	4	0	0	0	0
JER 50,40	23	2	3	1	0	2
JER 50,41	15	2	0	0	0	0
JER 50,42	27	5	1	0	0	1
JER 50,43	14	4	1	0	0	1
JER 50,44	35	8	1	0	0	1
JER 50,45	26	5	3	2	0	1
JER 50,46	13	3	1	0	0	1
JER 51,01	14	5	2	1	0	1
