verse	word	verb	proper	masc	fem	unknown
LEV 19,35	15	1	0	0	0	0
LEV 19,36	20	2	2	1	0	1
LEV 19,37	14	2	1	1	0	0
LEV 20,01	7	2	2	2	0	0
LEV 20,02	33	6	4	1	0	3
LEV 20,03	33	5	1	1	0	0
LEV 20,04	25	4	1	1	0	0
LEV 20,05	30	4	1	1	0	0
LEV 20,06	30	4	0	0	0	0
LEV 20,07	9	2	1	1	0	0
LEV 20,08	10	3	1	1	0	0
LEV 20,09	18	4	0	0	0	0
LEV 20,10	19	6	0	0	0	0
LEV 20,11	15	4	0	0	0	0
LEV 20,12	13	4	0	0	0	0
LEV 20,13	15	4	0	0	0	0
LEV 20,14	24	3	0	0	0	0
LEV 20,15	14	4	0	0	0	0
LEV 20,16	23	5	0	0	0	0
LEV 20,17	33	6	0	0	0	0
LEV 20,18	26	5	0	0	0	0
LEV 20,19	15	3	0	0	0	0
LEV 20,20	13	4	0	0	0	0
LEV 20,21	14	3	0	0	0	0
LEV 20,22	26	5	0	0	0	0
LEV 20,23	20	4	0	0	0	0
LEV 20,24	28	6	1	1	0	0
LEV 20,25	42	5	0	0	0	0
LEV 20,26	17	3	1	1	0	0
LEV 20,27	19	4	0	0	0	0
LEV 21,01	20	4	3	3	0	0
LEV 21,02	21	0	0	0	0	0
LEV 21,03	15	2	0	0	0	0
LEV 21,04	7	2	0	0	0	0
LEV 21,05	16	3	0	0	0	0
LEV 21,06	20	4	1	1	0	0
LEV 21,07	18	4	0	0	0	0
LEV 21,08	16	4	1	1	0	0
LEV 21,09	16	4	0	0	0	0
LEV 21,10	31	5	0	0	0	0
LEV 21,11	14	3	0	0	0	0
LEV 21,12	20	2	1	1	0	0
LEV 21,13	6	1	0	0	0	0
LEV 21,14	17	4	0	0	0	0
LEV 21,15	10	2	1	1	0	0
LEV 21,16	7	2	2	2	0	0
LEV 21,17	20	5	1	1	0	0
LEV 21,18	16	3	0	0	0	0
LEV 21,19	10	1	0	0	0	0
LEV 21,20	15	0	0	0	0	0
LEV 21,21	26	4	2	2	0	0
LEV 21,22	11	1	0	0	0	0
LEV 21,23	24	4	1	1	0	0
LEV 21,24	13	1	3	2	0	1
LEV 22,01	7	2	2	2	0	0
LEV 22,02	24	4	3	2	0	1
LEV 22,03	34	4	3	2	0	1
LEV 22,04	32	6	1	1	0	0
LEV 22,05	19	3	0	0	0	0
LEV 22,06	21	4	0	0	0	0
LEV 22,07	15	3	0	0	0	0
LEV 22,08	10	2	1	1	0	0
LEV 22,09	17	5	1	1	0	0
LEV 22,10	13	2	0	0	0	0
LEV 22,11	17	3	0	0	0	0
LEV 22,12	15	2	0	0	0	0
LEV 22,13	29	5	0	0	0	0
LEV 22,14	19	3	0	0	0	0
LEV 22,15	12	2	2	1	0	1
LEV 22,16	13	3	1	1	0	0
LEV 22,17	7	2	2	2	0	0
LEV 22,18	41	4	5	2	0	3
LEV 22,19	14	0	0	0	0	0
LEV 22,20	12	2	0	0	0	0
LEV 22,21	30	4	1	1	0	0
LEV 22,22	26	2	2	2	0	0
LEV 22,23	15	4	0	0	0	0
LEV 22,24	17	6	1	1	0	0
LEV 22,25	21	2	0	0	0	0
LEV 22,26	7	2	2	2	0	0
LEV 22,27	26	3	1	1	0	0
LEV 22,28	13	1	0	0	0	0
LEV 22,29	10	2	1	1	0	0
LEV 22,30	13	2	1	1	0	0
LEV 22,31	8	2	1	1	0	0
LEV 22,32	15	3	2	1	0	1
LEV 22,33	13	2	2	1	0	1
LEV 23,01	7	2	2	2	0	0
LEV 23,02	17	3	2	1	0	1
LEV 23,03	25	2	1	1	0	0
LEV 23,04	10	1	1	1	0	0
LEV 23,05	17	0	1	1	0	0
LEV 23,06	19	1	1	1	0	0
LEV 23,07	14	2	0	0	0	0
LEV 23,08	19	2	1	1	0	0
LEV 23,09	7	2	2	2	0	0
LEV 23,10	29	6	1	0	0	1
LEV 23,11	17	2	1	1	0	0
LEV 23,12	16	2	1	1	0	0
LEV 23,13	20	1	1	1	0	0
LEV 23,14	26	2	0	0	0	0
LEV 23,15	18	3	0	0	0	0
LEV 23,16	16	2	1	1	0	0
LEV 23,17	15	3	1	1	0	0
LEV 23,18	31	2	2	2	0	0
LEV 23,19	15	1	0	0	0	0
LEV 23,20	22	2	2	2	0	0
LEV 23,21	24	3	0	0	0	0
LEV 23,22	29	5	1	1	0	0
LEV 23,23	7	2	2	2	0	0
LEV 23,24	23	3	1	0	0	1
LEV 23,25	10	2	1	1	0	0
LEV 23,26	7	2	2	2	0	0
LEV 23,27	28	3	1	1	0	0
LEV 23,28	22	2	1	1	0	0
LEV 23,29	17	2	0	0	0	0
LEV 23,30	24	2	0	0	0	0
LEV 23,31	11	1	0	0	0	0
LEV 23,32	22	2	0	0	0	0
LEV 23,33	7	2	2	2	0	0
LEV 23,34	24	2	2	1	0	1
LEV 23,35	12	1	0	0	0	0
LEV 23,36	27	4	2	2	0	0
LEV 23,37	23	2	2	2	0	0
LEV 23,38	26	1	2	2	0	0
LEV 23,39	35	2	1	1	0	0
LEV 23,40	28	2	1	1	0	0
LEV 23,41	21	2	1	1	0	0
LEV 23,42	14	2	1	0	0	1
LEV 23,43	20	3	3	1	0	2
LEV 23,44	9	1	3	2	0	1
LEV 24,01	7	2	2	2	0	0
LEV 24,02	18	3	1	0	0	1
LEV 24,03	24	1	2	2	0	0
LEV 24,04	13	1	1	1	0	0
LEV 24,05	16	3	0	0	0	0
LEV 24,06	16	1	1	1	0	0
LEV 24,07	17	2	1	1	0	0
LEV 24,08	19	1	2	1	0	1
LEV 24,09	22	2	2	2	0	0
LEV 24,10	26	2	1	0	0	1
LEV 24,11	26	3	4	2	0	2
LEV 24,12	11	2	1	1	0	0
LEV 24,13	7	2	2	2	0	0
LEV 24,14	24	5	0	0	0	0
LEV 24,15	15	4	1	0	0	1
LEV 24,16	21	7	1	1	0	0
LEV 24,17	9	3	0	0	0	0
LEV 24,18	8	2	0	0	0	0
LEV 24,19	13	3	0	0	0	0
LEV 24,20	19	2	0	0	0	0
LEV 24,21	8	4	0	0	0	0
LEV 24,22	15	2	1	1	0	0
LEV 24,23	30	6	5	3	0	2
LEV 25,01	10	2	3	2	0	1
LEV 25,02	23	5	2	1	0	1
LEV 25,03	13	3	0	0	0	0
LEV 25,04	22	3	1	1	0	0
LEV 25,05	16	3	0	0	0	0
LEV 25,06	24	2	0	0	0	0
LEV 25,07	15	2	0	0	0	0
LEV 25,08	22	2	0	0	0	0
LEV 25,09	23	2	0	0	0	0
LEV 25,10	30	6	0	0	0	0
LEV 25,11	20	4	0	0	0	0
LEV 25,12	12	2	0	0	0	0
LEV 25,13	10	1	0	0	0	0
LEV 25,14	16	3	0	0	0	0
LEV 25,15	16	2	0	0	0	0
LEV 25,16	21	4	0	0	0	0
LEV 25,17	14	2	1	1	0	0
LEV 25,18	18	4	0	0	0	0
LEV 25,19	14	3	0	0	0	0
LEV 25,20	18	4	0	0	0	0
LEV 25,21	19	2	0	0	0	0
LEV 25,22	23	4	0	0	0	0
LEV 25,23	17	1	0	0	0	0
LEV 25,24	9	1	0	0	0	0
LEV 25,25	18	5	0	0	0	0
LEV 25,26	15	4	0	0	0	0
LEV 25,27	20	5	0	0	0	0
LEV 25,28	28	6	0	0	0	0
LEV 25,29	18	4	0	0	0	0
LEV 25,30	33	5	0	0	0	0
LEV 25,31	22	3	0	0	0	0
LEV 25,32	13	1	0	0	0	0
LEV 25,33	26	2	1	0	0	1
LEV 25,34	11	1	0	0	0	0
LEV 25,35	17	4	0	0	0	0
LEV 25,36	15	3	0	0	0	0
LEV 25,37	13	2	0	0	0	0
LEV 25,38	20	3	3	1	0	2
LEV 25,39	13	3	0	0	0	0
LEV 25,40	12	2	0	0	0	0
LEV 25,41	17	3	0	0	0	0
LEV 25,42	13	2	1	0	0	1
LEV 25,43	9	2	0	0	0	0
LEV 25,44	18	2	0	0	0	0
LEV 25,45	25	4	0	0	0	0
LEV 25,46	26	4	1	0	0	1
LEV 25,47	23	3	0	0	0	0
LEV 25,48	9	3	0	0	0	0
LEV 25,49	18	4	0	0	0	0
LEV 25,50	24	5	0	0	0	0
LEV 25,51	12	1	0	0	0	0
LEV 25,52	20	3	0	0	0	0
LEV 25,53	13	2	0	0	0	0
LEV 25,54	16	2	0	0	0	0
LEV 25,55	16	1	3	1	0	2
LEV 26,01	25	4	1	1	0	0
LEV 26,02	8	2	1	1	0	0
LEV 26,03	11	3	0	0	0	0
LEV 26,04	16	3	0	0	0	0
LEV 26,05	22	4	0	0	0	0
LEV 26,06	23	5	0	0	0	0
LEV 26,07	10	3	0	0	0	0
LEV 26,08	17	4	0	0	0	0
LEV 26,09	14	4	0	0	0	0
LEV 26,10	10	3	0	0	0	0
LEV 26,11	10	2	0	0	0	0
LEV 26,12	15	3	0	0	0	0
LEV 26,13	21	4	2	1	0	1
LEV 26,14	14	2	0	0	0	0
LEV 26,15	21	4	0	0	0	0
LEV 26,16	30	7	0	0	0	0
LEV 26,17	19	7	0	0	0	0
LEV 26,18	15	3	0	0	0	0
LEV 26,19	17	2	0	0	0	0
LEV 26,20	19	3	0	0	0	0
LEV 26,21	18	4	0	0	0	0
LEV 26,22	20	5	0	0	0	0
LEV 26,23	11	2	0	0	0	0
LEV 26,24	15	2	0	0	0	0
LEV 26,25	21	6	0	0	0	0
LEV 26,26	23	5	0	0	0	0
LEV 26,27	12	2	0	0	0	0
LEV 26,28	14	2	0	0	0	0
LEV 26,29	8	2	0	0	0	0
LEV 26,30	19	4	0	0	0	0
LEV 26,31	15	3	0	0	0	0
LEV 26,32	13	4	0	0	0	0
LEV 26,33	17	4	0	0	0	0
LEV 26,34	22	5	0	0	0	0
LEV 26,35	13	4	0	0	0	0
LEV 26,36	27	8	0	0	0	0
LEV 26,37	20	4	0	0	0	0
LEV 26,38	9	3	0	0	0	0
LEV 26,39	17	4	0	0	0	0
LEV 26,40	20	3	0	0	0	0
LEV 26,41	23	5	0	0	0	0
LEV 26,42	20	3	3	3	0	0
LEV 26,43	29	6	0	0	0	0
LEV 26,44	24	6	1	1	0	0
LEV 26,45	22	3	2	1	0	1
LEV 26,46	23	1	4	2	0	2
LEV 27,01	7	2	2	2	0	0
LEV 27,02	16	3	2	1	0	1
LEV 27,03	24	2	0	0	0	0
LEV 27,04	9	1	0	0	0	0
LEV 27,05	24	1	0	0	0	0
LEV 27,06	26	1	0	0	0	0
LEV 27,07	22	1	0	0	0	0
LEV 27,08	27	6	0	0	0	0
LEV 27,09	17	3	2	2	0	0
LEV 27,10	27	6	0	0	0	0
LEV 27,11	21	2	1	1	0	0
LEV 27,12	16	2	0	0	0	0
LEV 27,13	9	3	0	0	0	0
LEV 27,14	26	4	1	1	0	0
LEV 27,15	16	4	0	0	0	0
LEV 27,16	22	2	1	1	0	0
LEV 27,17	10	2	0	0	0	0
LEV 27,18	29	4	0	0	0	0
LEV 27,19	19	5	0	0	0	0
LEV 27,20	19	3	0	0	0	0
LEV 27,21	21	3	1	1	0	0
LEV 27,22	13	1	1	1	0	0
LEV 27,23	26	2	1	1	0	0
LEV 27,24	18	2	0	0	0	0
LEV 27,25	13	2	0	0	0	0
LEV 27,26	19	2	2	2	0	0
LEV 27,27	23	4	0	0	0	0
LEV 27,28	32	3	2	2	0	0
LEV 27,29	11	4	0	0	0	0
LEV 27,30	19	0	2	2	0	0
LEV 27,31	10	3	0	0	0	0
LEV 27,32	18	2	1	1	0	0
LEV 27,33	22	7	0	0	0	0
LEV 27,34	14	1	4	2	0	2
NUM 01,01	30	3	4	2	0	2
NUM 01,02	19	1	1	0	0	1
NUM 01,03	18	2	2	1	0	1
NUM 01,04	13	1	0	0	0	0
NUM 01,05	13	1	3	2	0	1
NUM 01,06	5	0	3	2	0	1
NUM 01,07	5	0	3	2	0	1
NUM 01,08	5	0	3	2	0	1
NUM 01,09	5	0	3	2	0	1
NUM 01,10	13	0	7	5	0	2
NUM 01,11	5	0	3	2	0	1
NUM 01,12	5	0	3	2	0	1
NUM 01,13	5	0	3	2	0	1
NUM 01,14	5	0	3	2	0	1
NUM 01,15	5	0	3	2	0	1
NUM 01,16	11	1	1	0	0	1
NUM 01,17	14	2	2	2	0	0
NUM 01,18	31	2	0	0	0	0
NUM 01,19	11	2	3	2	0	1
NUM 01,20	28	2	2	0	0	2
NUM 01,21	11	1	1	0	0	1
NUM 01,22	26	2	1	0	0	1
NUM 01,23	11	1	1	0	0	1
NUM 01,24	21	1	1	0	0	1
NUM 01,25	13	1	1	0	0	1
NUM 01,26	21	1	1	0	0	1
NUM 01,27	11	1	1	0	0	1
NUM 01,28	21	1	1	0	0	1
NUM 01,29	11	1	1	0	0	1
NUM 01,30	21	1	1	0	0	1
NUM 01,31	11	1	1	0	0	1
NUM 01,32	24	1	2	1	0	1
NUM 01,33	9	1	1	0	0	1
NUM 01,34	21	1	1	0	0	1
NUM 01,35	10	1	1	0	0	1
NUM 01,36	21	1	1	0	0	1
NUM 01,37	11	1	1	0	0	1
NUM 01,38	21	1	1	0	0	1
NUM 01,39	11	1	1	0	0	1
NUM 01,40	21	1	1	0	0	1
NUM 01,41	11	1	1	0	0	1
NUM 01,42	20	1	1	0	0	1
NUM 01,43	11	1	1	0	0	1
NUM 01,44	20	3	3	2	0	1
NUM 01,45	20	3	2	0	0	2
NUM 01,46	16	2	0	0	0	0
NUM 01,47	10	1	0	0	0	0
NUM 01,48	7	2	2	2	0	0
NUM 01,49	15	2	2	0	0	2
NUM 01,50	37	4	0	0	0	0
NUM 01,51	24	5	0	0	0	0
NUM 01,52	13	1	1	0	0	1
NUM 01,53	26	3	1	0	0	1
NUM 01,54	13	3	3	2	0	1
NUM 02,01	10	2	3	3	0	0
NUM 02,02	18	2	1	0	0	1
NUM 02,03	18	1	4	2	0	2
NUM 02,04	11	1	0	0	0	0
NUM 02,05	14	1	4	2	0	2
NUM 02,06	11	1	0	0	0	0
NUM 02,07	10	0	4	2	0	2
NUM 02,08	11	1	0	0	0	0
NUM 02,09	21	2	1	0	0	1
NUM 02,10	14	0	4	2	0	2
NUM 02,11	11	1	0	0	0	0
NUM 02,12	14	1	4	2	0	2
NUM 02,13	11	1	0	0	0	0
NUM 02,14	11	0	4	2	0	2
NUM 02,15	13	1	0	0	0	0
NUM 02,16	23	2	1	0	0	1
NUM 02,17	21	3	0	0	0	0
NUM 02,18	14	0	4	2	0	2
NUM 02,19	9	1	0	0	0	0
NUM 02,20	12	0	4	2	0	2
NUM 02,21	10	1	0	0	0	0
NUM 02,22	11	0	4	2	0	2
NUM 02,23	11	1	0	0	0	0
NUM 02,24	18	2	1	0	0	1
NUM 02,25	14	0	4	2	0	2
NUM 02,26	11	1	0	0	0	0
NUM 02,27	14	1	4	2	0	2
NUM 02,28	11	1	0	0	0	0
NUM 02,29	11	0	4	2	0	2
NUM 02,30	11	1	0	0	0	0
NUM 02,31	22	2	1	0	0	1
NUM 02,32	24	2	1	0	0	1
NUM 02,33	15	2	3	2	0	1
NUM 02,34	24	4	3	2	0	1
NUM 03,01	15	1	5	4	0	1
NUM 03,02	13	0	5	5	0	0
NUM 03,03	13	3	1	1	0	0
NUM 03,04	32	4	8	7	0	1
NUM 03,05	7	2	2	2	0	0
NUM 03,06	15	3	2	1	0	1
NUM 03,07	20	2	0	0	0	0
NUM 03,08	18	2	1	0	0	1
NUM 03,09	18	3	2	1	0	1
NUM 03,10	17	3	1	1	0	0
NUM 03,11	7	2	2	2	0	0
NUM 03,12	24	2	2	0	0	2
NUM 03,13	26	3	3	1	0	2
NUM 03,14	10	2	3	2	0	1
NUM 03,15	17	2	1	0	0	1
NUM 03,16	10	2	2	2	0	0
NUM 03,17	12	1	4	3	0	1
NUM 03,18	10	0	3	3	0	0
NUM 03,19	11	0	5	5	0	0
NUM 03,20	16	0	3	3	0	0
NUM 03,21	14	0	1	1	0	0
NUM 03,22	16	2	0	0	0	0
NUM 03,23	8	1	0	0	0	0
NUM 03,24	10	0	2	2	0	0
NUM 03,25	18	0	1	1	0	0
NUM 03,26	25	0	0	0	0	0
NUM 03,27	23	0	1	1	0	0
NUM 03,28	18	1	0	0	0	0
NUM 03,29	9	1	1	1	0	0
NUM 03,30	11	0	2	2	0	0
NUM 03,31	26	1	0	0	0	0
NUM 03,32	15	1	2	2	0	0
NUM 03,33	13	0	2	2	0	0
NUM 03,34	15	1	0	0	0	0
NUM 03,35	16	1	3	3	0	0
NUM 03,36	20	0	1	1	0	0
NUM 03,37	11	0	0	0	0	0
NUM 03,38	32	3	3	2	0	1
NUM 03,39	25	2	3	3	0	0
NUM 03,40	22	3	3	2	0	1
NUM 03,41	26	1	3	1	0	2
NUM 03,42	14	2	3	2	0	1
NUM 03,43	24	2	0	0	0	0
NUM 03,44	7	2	2	2	0	0
NUM 03,45	24	2	2	1	0	1
NUM 03,46	20	1	1	0	0	1
NUM 03,47	17	2	0	0	0	0
NUM 03,48	13	2	1	1	0	0
NUM 03,49	15	2	1	1	0	0
NUM 03,50	21	1	1	0	0	1
NUM 03,51	21	2	5	5	0	0
NUM 04,01	10	2	3	3	0	0
NUM 04,02	14	1	2	1	0	1
NUM 04,03	22	2	0	0	0	0
NUM 04,04	10	0	1	1	0	0
NUM 04,05	22	4	1	1	0	0
NUM 04,06	17	3	0	0	0	0
NUM 04,07	33	3	0	0	0	0
NUM 04,08	17	3	0	0	0	0
NUM 04,09	28	3	0	0	0	0
NUM 04,10	16	2	0	0	0	0
NUM 04,11	19	3	0	0	0	0
NUM 04,12	29	5	0	0	0	0
NUM 04,13	10	2	0	0	0	0
NUM 04,14	37	4	0	0	0	0
NUM 04,15	43	7	3	3	0	0
NUM 04,16	35	0	2	2	0	0
NUM 04,17	10	2	3	3	0	0
NUM 04,18	11	1	0	0	0	0
NUM 04,19	29	6	1	1	0	0
NUM 04,20	12	4	0	0	0	0
NUM 04,21	7	2	2	2	0	0
NUM 04,22	12	1	1	1	0	0
NUM 04,23	24	4	0	0	0	0
NUM 04,24	10	1	0	0	0	0
NUM 04,25	26	1	0	0	0	0
NUM 04,26	37	2	0	0	0	0
NUM 04,27	26	2	1	1	0	0
NUM 04,28	18	0	2	2	0	0
NUM 04,29	9	1	1	1	0	0
NUM 04,30	24	3	0	0	0	0
NUM 04,31	19	0	0	0	0	0
NUM 04,32	26	1	0	0	0	0
NUM 04,33	18	0	3	3	0	0
NUM 04,34	19	1	2	2	0	0
NUM 04,35	22	1	0	0	0	0
NUM 04,36	10	2	0	0	0	0
NUM 04,37	22	3	4	4	0	0
NUM 04,38	10	1	1	1	0	0
NUM 04,39	22	1	0	0	0	0
NUM 04,40	14	2	0	0	0	0
NUM 04,41	19	3	4	4	0	0
NUM 04,42	10	1	1	1	0	0
NUM 04,43	22	1	0	0	0	0
NUM 04,44	9	2	0	0	0	0
NUM 04,45	16	2	5	5	0	0
NUM 04,46	20	2	3	2	0	1
NUM 04,47	24	2	0	0	0	0
NUM 04,48	10	2	0	0	0	0
NUM 04,49	22	3	4	4	0	0
NUM 05,01	7	2	2	2	0	0
NUM 05,02	19	4	1	0	0	1
NUM 05,03	22	4	0	0	0	0
NUM 05,04	24	4	4	2	0	2
NUM 05,05	7	2	2	2	0	0
NUM 05,06	25	4	2	1	0	1
NUM 05,07	22	6	0	0	0	0
NUM 05,08	31	4	1	1	0	0
NUM 05,09	15	2	1	0	0	1
NUM 05,10	14	3	0	0	0	0
NUM 05,11	7	2	2	2	0	0
NUM 05,12	16	4	1	0	0	1
NUM 05,13	24	5	0	0	0	0
NUM 05,14	25	6	0	0	0	0
NUM 05,15	36	5	0	0	0	0
NUM 05,16	10	2	1	1	0	0
NUM 05,17	27	4	0	0	0	0
NUM 05,18	38	5	1	1	0	0
NUM 05,19	31	6	0	0	0	0
NUM 05,20	18	3	0	0	0	0
NUM 05,21	38	5	2	2	0	0
NUM 05,22	23	5	0	0	0	0
NUM 05,23	17	2	0	0	0	0
NUM 05,24	20	4	0	0	0	0
NUM 05,25	26	3	1	1	0	0
NUM 05,26	22	3	0	0	0	0
NUM 05,27	38	9	0	0	0	0
NUM 05,28	14	3	0	0	0	0
NUM 05,29	11	2	0	0	0	0
NUM 05,30	30	4	1	1	0	0
NUM 05,31	14	2	0	0	0	0
NUM 06,01	7	2	2	2	0	0
NUM 06,02	20	5	2	1	0	1
NUM 06,03	25	4	0	0	0	0
NUM 06,04	18	2	0	0	0	0
NUM 06,05	23	5	1	1	0	0
NUM 06,06	10	3	1	1	0	0
NUM 06,07	20	1	0	0	0	0
NUM 06,08	7	0	1	1	0	0
NUM 06,09	24	5	0	0	0	0
NUM 06,10	20	1	0	0	0	0
NUM 06,11	29	4	0	0	0	0
NUM 06,12	23	4	1	1	0	0
NUM 06,13	16	2	0	0	0	0
NUM 06,14	27	1	1	1	0	0
NUM 06,15	20	2	0	0	0	0
NUM 06,16	14	2	1	1	0	0
NUM 06,17	22	2	1	1	0	0
NUM 06,18	26	3	0	0	0	0
NUM 06,19	32	3	0	0	0	0
NUM 06,20	29	2	1	1	0	0
NUM 06,21	27	4	1	1	0	0
NUM 06,22	7	2	2	2	0	0
NUM 06,23	15	4	2	1	0	1
NUM 06,24	4	2	1	1	0	0
NUM 06,25	6	2	1	1	0	0
NUM 06,26	8	2	1	1	0	0
NUM 06,27	10	2	1	0	0	1
NUM 07,01	34	7	1	1	0	0
NUM 07,02	17	3	1	0	0	1
NUM 07,03	30	2	1	1	0	0
NUM 07,04	7	2	2	2	0	0
NUM 07,05	21	4	0	0	0	0
NUM 07,06	16	2	1	1	0	0
NUM 07,07	16	1	1	1	0	0
NUM 07,08	24	1	3	3	0	0
NUM 07,09	15	2	1	1	0	0
NUM 07,10	22	3	0	0	0	0
NUM 07,11	22	2	2	2	0	0
NUM 07,12	17	2	3	2	0	1
NUM 07,13	27	1	0	0	0	0
NUM 07,14	6	0	0	0	0	0
NUM 07,15	12	0	0	0	0	0
NUM 07,16	5	0	0	0	0	0
NUM 07,17	20	0	2	2	0	0
NUM 07,18	11	1	3	2	0	1
NUM 07,19	28	2	0	0	0	0
NUM 07,20	6	0	0	0	0	0
NUM 07,21	12	0	0	0	0	0
NUM 07,22	5	0	0	0	0	0
NUM 07,23	20	0	2	2	0	0
NUM 07,24	12	0	3	2	0	1
NUM 07,25	26	1	0	0	0	0
NUM 07,26	6	0	0	0	0	0
NUM 07,27	12	0	0	0	0	0
NUM 07,28	5	0	0	0	0	0
NUM 07,29	20	0	2	2	0	0
NUM 07,30	12	0	3	2	0	1
NUM 07,31	26	1	0	0	0	0
NUM 07,32	6	0	0	0	0	0
NUM 07,33	12	0	0	0	0	0
NUM 07,34	5	0	0	0	0	0
NUM 07,35	20	0	2	2	0	0
NUM 07,36	12	0	3	2	0	1
NUM 07,37	26	1	0	0	0	0
NUM 07,38	6	0	0	0	0	0
NUM 07,39	12	0	0	0	0	0
NUM 07,40	5	0	0	0	0	0
NUM 07,41	20	0	2	2	0	0
NUM 07,42	12	0	3	2	0	1
NUM 07,43	26	1	0	0	0	0
NUM 07,44	6	0	0	0	0	0
NUM 07,45	12	0	0	0	0	0
NUM 07,46	5	0	0	0	0	0
NUM 07,47	20	0	2	2	0	0
NUM 07,48	12	0	3	2	0	1
NUM 07,49	26	1	0	0	0	0
NUM 07,50	6	0	0	0	0	0
NUM 07,51	12	0	0	0	0	0
NUM 07,52	5	0	0	0	0	0
NUM 07,53	20	0	2	2	0	0
NUM 07,54	12	0	3	2	0	1
NUM 07,55	26	1	0	0	0	0
NUM 07,56	6	0	0	0	0	0
NUM 07,57	12	0	0	0	0	0
NUM 07,58	5	0	0	0	0	0
NUM 07,59	20	0	2	2	0	0
NUM 07,60	12	0	3	2	0	1
NUM 07,61	26	1	0	0	0	0
NUM 07,62	6	0	0	0	0	0
NUM 07,63	12	0	0	0	0	0
NUM 07,64	5	0	0	0	0	0
NUM 07,65	20	0	2	2	0	0
NUM 07,66	12	0	3	2	0	1
NUM 07,67	26	1	0	0	0	0
NUM 07,68	6	0	0	0	0	0
NUM 07,69	12	0	0	0	0	0
NUM 07,70	5	0	0	0	0	0
NUM 07,71	20	0	2	2	0	0
NUM 07,72	12	0	3	2	0	1
NUM 07,73	26	1	0	0	0	0
NUM 07,74	6	0	0	0	0	0
NUM 07,75	12	0	0	0	0	0
NUM 07,76	5	0	0	0	0	0
NUM 07,77	20	0	2	2	0	0
NUM 07,78	12	0	3	2	0	1
NUM 07,79	26	1	0	0	0	0
NUM 07,80	6	0	0	0	0	0
NUM 07,81	12	0	0	0	0	0
NUM 07,82	5	0	0	0	0	0
NUM 07,83	20	0	2	2	0	0
NUM 07,84	24	1	1	0	0	1
NUM 07,85	26	0	0	0	0	0
NUM 07,86	21	0	0	0	0	0
NUM 07,87	26	0	0	0	0	0
NUM 07,88	25	1	0	0	0	0
NUM 07,89	34	5	1	1	0	0
NUM 08,01	7	2	2	2	0	0
NUM 08,02	20	4	1	1	0	0
NUM 08,03	17	3	3	3	0	0
NUM 08,04	26	2	2	2	0	0
NUM 08,05	7	2	2	2	0	0
NUM 08,06	11	2	1	0	0	1
NUM 08,07	21	6	0	0	0	0
NUM 08,08	19	3	0	0	0	0
NUM 08,09	16	2	1	0	0	1
NUM 08,10	17	2	2	1	0	1
NUM 08,11	21	3	4	3	0	1
NUM 08,12	28	3	1	1	0	0
NUM 08,13	18	2	2	2	0	0
NUM 08,14	14	2	1	0	0	1
NUM 08,15	18	4	0	0	0	0
NUM 08,16	21	3	2	0	0	2
NUM 08,17	24	2	2	0	0	2
NUM 08,18	11	1	1	0	0	1
NUM 08,19	44	6	6	1	0	5
NUM 08,20	27	3	6	4	0	2
NUM 08,21	21	5	3	3	0	0
NUM 08,22	32	4	3	3	0	0
NUM 08,23	7	2	2	2	0	0
NUM 08,24	20	2	0	0	0	0
NUM 08,25	14	2	0	0	0	0
NUM 08,26	21	4	0	0	0	0
NUM 09,01	25	3	4	2	0	2
NUM 09,02	9	1	1	0	0	1
NUM 09,03	25	2	0	0	0	0
NUM 09,04	10	2	2	1	0	1
NUM 09,05	32	3	4	2	0	2
NUM 09,06	35	5	2	2	0	0
NUM 09,07	26	3	2	1	0	1
NUM 09,08	11	4	2	2	0	0
NUM 09,09	7	2	2	2	0	0
NUM 09,10	26	4	2	1	0	1
NUM 09,11	19	2	0	0	0	0
NUM 09,12	17	3	0	0	0	0
NUM 09,13	38	6	1	1	0	0
NUM 09,14	32	4	1	1	0	0
NUM 09,15	30	3	0	0	0	0
NUM 09,16	10	2	0	0	0	0
NUM 09,17	28	4	2	0	0	2
NUM 09,18	21	4	3	2	0	1
NUM 09,19	20	3	2	1	0	1
NUM 09,20	20	3	2	2	0	0
NUM 09,21	29	5	0	0	0	0
NUM 09,22	26	6	1	0	0	1
NUM 09,23	19	3	5	5	0	0
NUM 10,01	7	2	2	2	0	0
NUM 10,02	21	3	0	0	0	0
NUM 10,03	13	2	0	0	0	0
NUM 10,04	13	2	1	0	0	1
NUM 10,05	10	3	0	0	0	0
NUM 10,06	15	4	0	0	0	0
NUM 10,07	10	3	0	0	0	0
NUM 10,08	16	2	1	1	0	0
NUM 10,09	26	6	1	1	0	0
NUM 10,10	32	2	1	1	0	0
NUM 10,11	24	2	0	0	0	0
NUM 10,12	16	2	3	0	0	3
NUM 10,13	11	1	2	2	0	0
NUM 10,14	17	1	3	2	0	1
NUM 10,15	9	0	3	2	0	1
NUM 10,16	9	0	3	2	0	1
NUM 10,17	14	3	2	2	0	0
NUM 10,18	13	1	3	2	0	1
NUM 10,19	9	0	3	2	0	1
NUM 10,20	9	0	3	2	0	1
NUM 10,21	14	4	0	0	0	0
NUM 10,22	14	1	3	2	0	1
NUM 10,23	9	0	3	2	0	1
NUM 10,24	9	0	3	2	0	1
NUM 10,25	19	2	3	2	0	1
